customer_id,usage_month,active_days,logins,features_used,support_tickets,engagement_score
2657,2025-03-01,7,27,11,2,81.9
2657,2025-04-01,23,82,12,6,145.4
2657,2025-05-01,2,9,12,3,61.3
2657,2025-06-01,1,5,8,6,27.5
2657,2025-07-01,2,11,14,6,63.7
2657,2025-08-01,1,4,8,2,38.8
2658,2024-11-01,30,153,5,6,174.1
2658,2024-12-01,20,73,9,2,130.1
2658,2025-01-01,3,16,8,2,51.2
2658,2025-02-01,21,101,7,5,132.7
2658,2025-03-01,25,135,8,5,169.5
2658,2025-04-01,30,118,6,1,169.6
2658,2025-05-01,4,16,5,1,41.2
2658,2025-06-01,14,41,8,1,93.7
2658,2025-07-01,11,54,6,2,83.8
2658,2025-08-01,16,47,13,3,120.9
2658,2025-09-01,4,15,4,2,32.5
2658,2025-10-01,9,42,8,6,69.4
2658,2025-11-01,7,32,6,3,57.4
2658,2025-12-01,1,5,8,5,30.5
2659,2025-02-01,25,137,13,2,204.9
2659,2025-03-01,23,86,9,2,145.2
2659,2025-04-01,5,15,12,8,56.5
2659,2025-05-01,15,37,6,0,85.9
2659,2025-06-01,6,24,8,2,62.8
2659,2025-07-01,30,159,9,4,204.3
2659,2025-08-01,19,56,11,3,123.2
2659,2025-09-01,8,33,5,6,46.1
2659,2025-10-01,14,74,14,6,131.8
2659,2025-11-01,15,56,2,6,61.2
2659,2025-12-01,8,28,9,5,65.6
2660,2025-12-01,17,43,8,6,86.1
2661,2024-02-01,25,135,6,6,156.5
2661,2024-03-01,6,36,18,2,121.2
2661,2024-04-01,3,8,9,1,53.6
2661,2024-05-01,13,55,4,6,66.5
2661,2024-06-01,2,11,10,4,49.7
2661,2024-07-01,8,44,10,5,81.8
2661,2024-08-01,30,129,12,5,195.3
2661,2024-09-01,20,106,8,4,142.2
2661,2024-10-01,30,146,8,5,187.2
2661,2024-11-01,17,85,9,4,126.5
2661,2024-12-01,15,51,9,4,98.7
2661,2025-01-01,15,39,10,3,98.3
2661,2025-02-01,21,72,7,11,94.4
2661,2025-03-01,10,31,7,6,58.7
2661,2025-04-01,16,77,9,2,124.9
2661,2025-05-01,17,51,8,4,97.7
2661,2025-06-01,4,23,13,4,77.1
2661,2025-07-01,1,7,6,7,15.9
2661,2025-08-01,30,116,16,4,209.2
2661,2025-09-01,11,64,15,5,126.8
2661,2025-10-01,24,115,9,8,149.5
2661,2025-11-01,18,46,12,2,122.2
2661,2025-12-01,18,74,14,5,142.8
2662,2025-02-01,1,3,6,4,22.1
2662,2025-03-01,7,18,10,4,64.6
2662,2025-04-01,22,79,8,2,133.3
2662,2025-05-01,15,59,10,2,115.3
2662,2025-06-01,10,25,10,2,81.5
2662,2025-07-01,9,41,8,2,80.7
2662,2025-08-01,7,23,3,5,30.1
2662,2025-09-01,3,14,9,4,48.8
2662,2025-10-01,14,38,7,3,80.6
2662,2025-11-01,21,113,6,1,148.1
2662,2025-12-01,12,60,17,4,139.0
2663,2024-05-01,6,26,11,5,70.2
2663,2024-06-01,12,53,14,2,125.1
2663,2024-07-01,8,34,7,5,59.8
2663,2024-08-01,4,17,8,1,56.9
2663,2024-09-01,3,8,5,2,30.6
2663,2024-10-01,1,4,12,3,55.8
2663,2024-11-01,23,73,6,4,115.1
2663,2024-12-01,30,189,11,2,241.3
2663,2025-01-01,10,28,6,3,60.6
2663,2025-02-01,11,49,13,0,121.3
2663,2025-03-01,6,15,13,3,78.5
2663,2025-04-01,11,53,11,1,111.1
2663,2025-05-01,2,9,5,3,26.3
2663,2025-06-01,11,52,8,4,86.4
2663,2025-07-01,19,68,10,3,126.6
2663,2025-08-01,13,71,9,4,108.7
2663,2025-09-01,7,19,6,6,39.3
2663,2025-10-01,13,54,7,3,89.8
2663,2025-11-01,12,34,10,5,82.8
2663,2025-12-01,17,64,13,0,143.8
2664,2025-02-01,16,42,5,3,77.4
2664,2025-03-01,22,68,12,4,139.6
2664,2025-04-01,30,130,8,1,188.0
2664,2025-05-01,7,18,15,3,92.6
2664,2025-06-01,17,61,4,1,93.7
2664,2025-07-01,8,40,7,2,73.0
2664,2025-08-01,20,110,7,3,143.0
2664,2025-09-01,3,13,14,6,67.1
2664,2025-10-01,28,140,8,1,191.0
2664,2025-11-01,11,37,11,0,102.9
2664,2025-12-01,22,107,7,3,144.9
2665,2025-04-01,30,110,8,2,171.0
2665,2025-05-01,30,136,12,2,209.2
2665,2025-06-01,15,72,1,3,76.4
2665,2025-07-01,30,302,4,1,288.4
2665,2025-08-01,6,18,4,5,29.6
2665,2025-09-01,1,4,6,0,34.8
2665,2025-10-01,4,13,6,2,41.1
2665,2025-11-01,8,44,7,2,75.8
2665,2025-12-01,3,10,6,3,34.0
2666,2025-08-01,26,133,5,4,158.1
2666,2025-09-01,8,43,5,2,65.1
2666,2025-10-01,3,10,8,4,41.0
2666,2025-11-01,23,114,4,5,130.8
2666,2025-12-01,16,54,6,3,90.8
2667,2025-02-01,18,82,13,5,143.4
2667,2025-03-01,22,87,18,4,182.9
2667,2025-04-01,28,127,5,5,154.9
2667,2025-05-01,19,53,12,2,129.1
2667,2025-06-01,26,96,8,1,156.2
2667,2025-07-01,30,135,13,1,216.5
2667,2025-08-01,5,27,10,0,78.9
2667,2025-09-01,14,62,13,4,124.4
2667,2025-10-01,6,27,9,4,63.9
2667,2025-11-01,8,30,5,3,53.0
2667,2025-12-01,20,103,8,4,140.1
2668,2024-05-01,10,30,9,0,86.0
2668,2024-06-01,16,77,7,2,114.9
2668,2024-07-01,23,78,3,1,112.6
2668,2024-08-01,2,6,6,3,29.2
2668,2024-09-01,7,35,6,3,59.5
2668,2024-10-01,30,122,8,1,182.4
2668,2024-11-01,21,99,4,4,119.3
2668,2024-12-01,17,66,2,0,90.2
2668,2025-01-01,29,109,4,6,136.3
2668,2025-02-01,12,57,5,0,88.9
2668,2025-03-01,2,9,4,2,24.3
2668,2025-04-01,9,38,10,3,85.6
2668,2025-05-01,8,37,5,4,54.9
2668,2025-06-01,3,15,5,1,38.5
2668,2025-07-01,7,34,8,0,77.8
2669,2025-10-01,7,21,6,0,58.7
2669,2025-11-01,12,42,7,2,82.4
2669,2025-12-01,13,55,3,4,67.5
2670,2024-10-01,30,196,6,2,221.2
2670,2024-11-01,6,15,6,3,43.5
2670,2024-12-01,27,95,4,3,131.5
2670,2025-01-01,18,64,8,1,117.8
2670,2025-02-01,1,9,4,2,22.3
2670,2025-03-01,2,7,8,4,36.9
2670,2025-04-01,23,95,5,0,137.5
2670,2025-05-01,5,29,8,1,67.3
2670,2025-06-01,13,65,6,0,101.5
2670,2025-07-01,5,22,8,2,59.4
2670,2025-08-01,4,21,6,5,37.7
2670,2025-09-01,16,87,11,4,135.9
2670,2025-10-01,9,22,6,5,48.4
2670,2025-11-01,10,34,2,0,53.8
2670,2025-12-01,14,61,10,2,114.7
2671,2024-12-01,27,76,10,3,148.2
2671,2025-01-01,30,178,12,5,229.6
2671,2025-02-01,8,37,15,5,101.9
2671,2025-03-01,18,96,15,5,163.2
2671,2025-04-01,14,59,9,6,96.3
2671,2025-05-01,11,28,15,3,107.6
2671,2025-06-01,17,62,8,5,102.4
2671,2025-07-01,21,106,12,7,155.2
2671,2025-08-01,3,20,11,7,54.0
2671,2025-09-01,30,145,14,10,201.5
2671,2025-10-01,14,74,5,4,92.8
2671,2025-11-01,19,98,13,3,162.6
2671,2025-12-01,30,145,12,4,209.5
2672,2025-04-01,30,185,4,0,209.5
2672,2025-05-01,7,34,7,3,63.8
2672,2025-06-01,28,95,7,2,151.5
2672,2025-07-01,10,44,3,1,62.8
2672,2025-08-01,7,20,12,3,79.0
2672,2025-09-01,3,11,2,3,14.7
2672,2025-10-01,18,98,6,3,125.6
2672,2025-11-01,4,11,9,3,51.7
2672,2025-12-01,23,57,8,5,110.9
2673,2024-07-01,13,49,8,2,94.3
2673,2024-08-01,20,66,5,1,108.2
2673,2024-09-01,4,20,8,2,56.0
2673,2024-10-01,4,20,8,3,53.0
2673,2024-11-01,22,65,9,0,134.5
2673,2024-12-01,14,52,5,2,83.4
2673,2025-01-01,6,28,9,2,70.6
2673,2025-02-01,21,70,6,0,121.0
2673,2025-03-01,22,90,7,0,142.0
2674,2025-12-01,6,25,6,2,53.5
2675,2024-02-01,14,48,8,5,86.6
2675,2024-03-01,3,11,10,5,48.7
2675,2024-04-01,8,33,19,4,122.1
2675,2024-05-01,10,31,7,4,64.7
2675,2024-06-01,18,101,8,1,143.7
2675,2024-07-01,6,32,15,3,100.4
2675,2024-08-01,20,53,3,3,83.1
2675,2024-09-01,30,114,10,1,186.8
2675,2024-10-01,11,36,7,5,67.2
2675,2024-11-01,23,95,8,2,146.5
2675,2024-12-01,9,27,3,4,39.9
2675,2025-01-01,17,75,6,2,110.5
2675,2025-02-01,8,38,6,2,66.6
2675,2025-03-01,17,79,6,4,107.3
2675,2025-04-01,7,29,5,3,50.3
2675,2025-05-01,8,28,8,5,60.6
2675,2025-06-01,19,75,9,4,123.5
2675,2025-07-01,5,17,5,2,40.9
2675,2025-08-01,20,70,8,3,120.0
2675,2025-09-01,8,33,6,1,66.1
2675,2025-10-01,23,83,9,4,137.1
2675,2025-11-01,30,75,10,0,162.5
2675,2025-12-01,30,135,6,5,169.5
2676,2024-04-01,7,28,8,0,73.6
2676,2024-05-01,24,64,6,2,116.8
2676,2024-06-01,8,39,6,1,70.3
2676,2024-07-01,22,98,4,2,126.6
2676,2024-08-01,12,39,6,4,69.3
2676,2024-09-01,27,129,10,3,185.3
2676,2024-10-01,8,40,3,3,50.0
2676,2024-11-01,13,66,4,1,89.2
2676,2024-12-01,17,89,5,2,115.3
2676,2025-01-01,21,97,8,4,137.9
2676,2025-02-01,8,24,7,2,61.8
2676,2025-03-01,5,15,9,2,59.5
2676,2025-04-01,29,87,6,5,133.9
2676,2025-05-01,30,206,3,3,210.2
2676,2025-06-01,30,169,5,2,197.3
2676,2025-07-01,29,134,5,2,170.8
2676,2025-08-01,11,51,3,3,63.7
2676,2025-09-01,24,67,6,3,115.9
2676,2025-10-01,23,79,12,3,152.3
2676,2025-11-01,16,50,5,2,86.0
2676,2025-12-01,8,26,3,1,46.2
2677,2025-12-01,14,51,10,5,98.7
2678,2024-11-01,21,103,15,5,174.1
2678,2024-12-01,5,28,13,4,82.6
2678,2025-01-01,4,20,11,6,59.0
2678,2025-02-01,14,55,18,6,138.5
2678,2025-03-01,13,54,10,5,98.8
2678,2025-04-01,30,156,11,9,197.2
2678,2025-05-01,10,38,12,5,91.6
2678,2025-06-01,27,117,12,10,165.9
2678,2025-07-01,29,144,13,2,217.8
2678,2025-08-01,5,26,8,6,50.2
2678,2025-09-01,22,58,13,6,131.6
2678,2025-10-01,19,56,9,5,107.2
2678,2025-11-01,15,82,10,8,113.4
2678,2025-12-01,14,41,13,2,115.7
2679,2025-10-01,4,14,6,2,41.8
2679,2025-11-01,30,183,1,1,190.1
2679,2025-12-01,6,20,5,0,51.0
2680,2025-10-01,6,25,10,4,67.5
2680,2025-11-01,9,31,9,3,75.7
2680,2025-12-01,30,158,3,5,170.6
2681,2025-12-01,15,70,4,0,99.0
2682,2025-06-01,22,68,7,0,126.6
2682,2025-07-01,24,61,7,2,119.7
2682,2025-08-01,19,87,6,3,119.9
2682,2025-09-01,19,88,2,1,106.6
2682,2025-10-01,2,9,14,2,74.3
2682,2025-11-01,22,90,9,1,149.0
2682,2025-12-01,13,41,3,2,63.7
2683,2025-05-01,1,7,2,2,10.9
2683,2025-06-01,27,126,12,4,190.2
2683,2025-07-01,24,93,9,3,149.1
2683,2025-08-01,15,57,6,0,99.9
2683,2025-09-01,12,39,3,3,57.3
2683,2025-10-01,20,94,4,2,119.8
2683,2025-11-01,7,36,7,4,62.2
2683,2025-12-01,4,21,6,0,52.7
2684,2025-03-01,20,73,13,6,138.1
2684,2025-04-01,22,105,12,3,168.5
2684,2025-05-01,14,68,8,4,103.6
2684,2025-06-01,29,102,6,2,153.4
2684,2025-07-01,23,119,5,1,151.3
2684,2025-08-01,7,40,6,7,51.0
2684,2025-09-01,13,61,7,6,85.7
2684,2025-10-01,11,35,7,4,69.5
2684,2025-11-01,30,277,13,6,300.9
2684,2025-12-01,5,19,9,3,59.3
2685,2025-05-01,3,9,5,1,34.3
2685,2025-06-01,30,111,5,3,153.7
2685,2025-07-01,24,124,9,0,179.8
2685,2025-08-01,7,31,7,2,64.7
2685,2025-09-01,25,82,6,2,131.4
2685,2025-10-01,22,80,7,2,129.0
2685,2025-11-01,8,37,6,2,65.9
2685,2025-12-01,15,45,6,1,88.5
2686,2024-07-01,1,4,9,0,49.8
2686,2024-08-01,19,52,15,3,140.4
2686,2024-09-01,9,30,5,2,58.0
2686,2024-10-01,19,104,8,0,150.8
2686,2024-11-01,5,18,5,3,38.6
2686,2024-12-01,19,107,12,2,166.9
2686,2025-01-01,12,58,10,2,108.6
2686,2025-02-01,9,24,6,3,55.8
2686,2025-03-01,12,55,10,2,106.5
2686,2025-04-01,13,52,9,5,92.4
2686,2025-05-01,19,48,6,4,89.6
2686,2025-06-01,13,68,5,1,95.6
2686,2025-07-01,16,80,10,1,135.0
2686,2025-08-01,12,30,13,3,101.0
2686,2025-09-01,7,41,3,3,48.7
2686,2025-10-01,5,21,9,2,63.7
2686,2025-11-01,22,114,6,3,144.8
2687,2025-08-01,30,127,10,4,186.9
2687,2025-09-01,14,42,10,6,89.4
2687,2025-10-01,13,67,13,4,125.9
2687,2025-11-01,8,35,12,2,94.5
2687,2025-12-01,17,56,12,4,121.2
2688,2024-05-01,11,29,8,1,79.3
2688,2024-06-01,14,52,3,1,76.4
2688,2024-07-01,2,7,5,1,30.9
2688,2024-08-01,7,23,4,3,41.1
2688,2024-09-01,25,122,5,2,154.4
2688,2024-10-01,4,13,5,2,36.1
2688,2024-11-01,18,97,8,3,134.9
2688,2024-12-01,7,21,3,4,31.7
2688,2025-01-01,12,65,3,2,78.5
2689,2024-12-01,14,62,6,3,92.4
2689,2025-01-01,7,33,9,6,64.1
2689,2025-02-01,12,68,8,1,108.6
2689,2025-03-01,20,51,6,1,102.7
2689,2025-04-01,10,38,11,4,89.6
2689,2025-05-01,30,197,7,2,226.9
2689,2025-06-01,17,58,10,1,121.6
2689,2025-07-01,16,56,9,3,107.2
2689,2025-08-01,9,50,7,2,82.0
2689,2025-09-01,20,90,11,1,155.0
2689,2025-10-01,16,77,6,1,112.9
2689,2025-11-01,16,69,13,1,142.3
2689,2025-12-01,3,11,4,2,27.7
2690,2024-09-01,6,27,13,3,86.9
2690,2024-10-01,12,55,11,2,111.5
2690,2024-11-01,16,72,18,4,160.4
2690,2024-12-01,6,32,7,3,60.4
2690,2025-01-01,5,25,10,3,68.5
2690,2025-02-01,30,144,12,6,202.8
2690,2025-03-01,17,44,10,2,108.8
2690,2025-04-01,14,51,10,4,101.7
2690,2025-05-01,2,9,10,5,45.3
2690,2025-06-01,2,7,11,2,57.9
2690,2025-07-01,27,113,6,3,154.1
2690,2025-08-01,9,31,13,6,86.7
2690,2025-09-01,12,45,6,4,73.5
2690,2025-10-01,30,182,9,5,217.4
2690,2025-11-01,21,75,9,5,124.5
2690,2025-12-01,11,47,9,7,78.9
2691,2025-07-01,10,42,7,5,69.4
2691,2025-08-01,23,99,8,1,152.3
2691,2025-09-01,10,32,8,2,76.4
2691,2025-10-01,17,77,10,4,125.9
2691,2025-11-01,30,109,12,3,187.3
2691,2025-12-01,11,27,8,4,68.9
2692,2024-07-01,12,49,4,1,75.3
2692,2024-08-01,30,234,9,4,256.8
2692,2024-09-01,26,122,4,4,145.4
2692,2024-10-01,1,3,6,3,25.1
2692,2024-11-01,7,32,8,2,70.4
2692,2024-12-01,11,40,2,3,51.0
2692,2025-01-01,20,100,6,5,125.0
2692,2025-02-01,23,68,7,0,128.6
2692,2025-03-01,27,91,2,1,124.7
2692,2025-04-01,22,91,9,1,149.7
2692,2025-05-01,14,54,8,2,99.8
2692,2025-06-01,16,46,2,2,68.2
2692,2025-07-01,13,56,4,6,67.2
2692,2025-08-01,6,25,3,2,38.5
2692,2025-09-01,15,69,6,0,108.3
2692,2025-10-01,15,67,5,0,101.9
2692,2025-11-01,30,160,7,0,207.0
2692,2025-12-01,21,78,4,4,104.6
2693,2024-05-01,6,26,5,4,43.2
2693,2024-06-01,13,61,6,2,92.7
2693,2024-07-01,20,61,3,3,88.7
2693,2024-08-01,7,19,6,3,48.3
2693,2024-09-01,29,118,7,1,172.6
2693,2024-10-01,23,76,9,1,141.2
2693,2024-11-01,7,32,7,2,65.4
2693,2024-12-01,21,98,12,2,164.6
2693,2025-01-01,17,43,7,0,99.1
2693,2025-02-01,18,89,2,3,99.3
2693,2025-03-01,13,59,5,3,83.3
2693,2025-04-01,11,50,8,2,91.0
2693,2025-05-01,12,61,1,1,68.7
2693,2025-06-01,3,14,4,3,26.8
2693,2025-07-01,18,87,6,0,126.9
2693,2025-08-01,2,12,9,1,54.4
2693,2025-09-01,30,238,7,2,255.6
2693,2025-10-01,6,29,5,1,54.3
2693,2025-11-01,28,118,4,3,149.6
2693,2025-12-01,18,90,6,0,129.0
2694,2025-08-01,10,35,12,0,104.5
2694,2025-09-01,30,118,9,7,166.6
2694,2025-10-01,9,24,8,0,74.8
2694,2025-11-01,2,7,13,3,64.9
2694,2025-12-01,29,114,8,3,168.8
2695,2024-12-01,6,16,10,2,67.2
2695,2025-01-01,20,96,4,7,106.2
2695,2025-02-01,7,29,4,1,51.3
2695,2025-03-01,13,65,5,1,93.5
2695,2025-04-01,6,20,6,2,50.0
2695,2025-05-01,14,67,8,5,99.9
2695,2025-06-01,30,153,5,0,192.1
2695,2025-07-01,5,16,8,1,58.2
2695,2025-08-01,12,34,9,4,80.8
2695,2025-09-01,24,91,11,4,154.7
2695,2025-10-01,30,133,3,1,165.1
2695,2025-11-01,26,120,9,1,178.0
2695,2025-12-01,3,16,5,1,39.2
2696,2025-06-01,15,48,18,5,138.6
2696,2025-07-01,30,124,11,1,198.8
2696,2025-08-01,25,80,7,5,126.0
2696,2025-09-01,28,128,3,5,145.6
2696,2025-10-01,7,37,11,2,88.9
2696,2025-11-01,15,56,13,5,119.2
2696,2025-12-01,30,95,14,5,181.5
2697,2025-10-01,13,65,3,2,80.5
2697,2025-11-01,10,29,10,0,90.3
2697,2025-12-01,24,113,5,1,149.1
2698,2025-09-01,3,15,13,5,66.5
2698,2025-10-01,3,12,13,5,64.4
2698,2025-11-01,11,40,10,3,91.0
2698,2025-12-01,30,159,4,2,185.3
2699,2024-10-01,12,43,10,4,92.1
2699,2024-11-01,10,50,7,2,84.0
2699,2024-12-01,16,57,2,6,63.9
2699,2025-01-01,7,32,8,0,76.4
2699,2025-02-01,21,73,4,3,104.1
2699,2025-03-01,13,67,7,2,101.9
2699,2025-04-01,30,233,5,3,239.1
2699,2025-05-01,24,79,5,5,113.3
2699,2025-06-01,10,25,7,0,72.5
2699,2025-07-01,4,17,9,1,61.9
2699,2025-08-01,11,46,4,3,65.2
2699,2025-09-01,30,153,10,0,217.1
2699,2025-10-01,16,87,5,2,111.9
2699,2025-11-01,14,53,11,2,114.1
2699,2025-12-01,8,45,7,2,76.5
2700,2024-05-01,5,29,11,1,82.3
2700,2024-06-01,9,23,11,2,83.1
2700,2024-07-01,27,116,7,5,155.2
2700,2024-08-01,8,44,3,3,52.8
2700,2024-09-01,21,100,6,2,136.0
2700,2024-10-01,7,18,5,2,45.6
2700,2024-11-01,1,7,9,2,45.9
2700,2024-12-01,15,57,8,2,103.9
2700,2025-01-01,9,32,4,6,42.4
2700,2025-02-01,25,80,10,1,153.0
2700,2025-03-01,1,9,6,8,14.3
2700,2025-04-01,12,30,16,3,116.0
2700,2025-05-01,4,22,8,2,57.4
2700,2025-06-01,6,31,7,2,62.7
2700,2025-07-01,4,21,10,3,63.7
2700,2025-08-01,17,84,7,3,118.8
2700,2025-09-01,14,40,2,2,60.0
2700,2025-10-01,2,8,9,1,51.6
2700,2025-11-01,8,22,11,2,80.4
2700,2025-12-01,5,23,9,1,68.1
2701,2025-12-01,18,89,9,6,125.3
2702,2024-08-01,5,27,13,0,93.9
2702,2024-09-01,13,37,9,8,72.9
2702,2024-10-01,28,128,5,4,158.6
2702,2024-11-01,6,23,10,2,72.1
2702,2024-12-01,8,32,7,6,55.4
2702,2025-01-01,4,11,6,1,42.7
2702,2025-02-01,30,154,6,5,182.8
2702,2025-03-01,4,17,5,2,38.9
2702,2025-04-01,20,105,7,2,142.5
2702,2025-05-01,6,20,6,4,44.0
2702,2025-06-01,15,38,7,5,76.6
2702,2025-07-01,14,66,9,1,116.2
2702,2025-08-01,11,29,8,3,73.3
2702,2025-09-01,30,110,10,3,178.0
2702,2025-10-01,3,17,6,3,38.9
2702,2025-11-01,28,149,11,7,194.3
2702,2025-12-01,10,34,14,4,101.8
2703,2025-07-01,24,76,6,2,125.2
2703,2025-08-01,8,37,4,2,55.9
2703,2025-09-01,22,116,6,1,152.2
2703,2025-10-01,14,71,8,4,105.7
2704,2025-07-01,17,55,8,6,94.5
2704,2025-08-01,23,81,6,4,120.7
2704,2025-09-01,17,43,7,3,90.1
2704,2025-10-01,0,4,3,4,5.8
2704,2025-11-01,25,105,6,3,144.5
2704,2025-12-01,0,3,9,4,35.1
2705,2024-11-01,18,61,7,4,101.7
2705,2024-12-01,15,60,10,0,122.0
2705,2025-01-01,4,19,18,2,105.3
2705,2025-02-01,10,30,11,2,90.0
2705,2025-03-01,25,130,7,4,164.0
2705,2025-04-01,3,11,12,6,55.7
2705,2025-05-01,27,129,14,4,202.3
2705,2025-06-01,16,50,12,4,115.0
2705,2025-07-01,6,31,11,2,82.7
2705,2025-08-01,7,28,15,5,93.6
2705,2025-09-01,30,153,8,4,195.1
2705,2025-10-01,19,85,5,4,110.5
2705,2025-11-01,10,43,10,9,73.1
2705,2025-12-01,8,37,11,3,87.9
2706,2024-04-01,12,53,9,2,100.1
2706,2024-05-01,4,20,6,6,34.0
2706,2024-06-01,12,38,9,2,89.6
2706,2024-07-01,14,57,8,5,92.9
2706,2024-08-01,23,88,7,3,133.6
2706,2024-09-01,22,94,6,1,136.8
2706,2024-10-01,29,85,12,1,174.5
2706,2024-11-01,6,26,8,5,55.2
2706,2024-12-01,10,54,5,4,70.8
2706,2025-01-01,7,37,8,1,76.9
2706,2025-02-01,13,70,6,3,96.0
2706,2025-03-01,26,80,7,1,140.0
2706,2025-04-01,3,15,6,1,43.5
2706,2025-05-01,15,82,5,3,103.4
2706,2025-06-01,28,97,6,1,150.9
2706,2025-07-01,17,78,9,1,130.6
2706,2025-08-01,22,89,6,1,133.3
2706,2025-09-01,7,28,8,3,64.6
2706,2025-10-01,11,57,4,3,72.9
2706,2025-11-01,8,25,3,2,42.5
2706,2025-12-01,18,52,7,3,98.4
2707,2024-12-01,14,73,3,2,88.1
2707,2025-01-01,30,125,9,5,177.5
2707,2025-02-01,10,51,13,3,111.7
2707,2025-03-01,9,34,5,1,63.8
2707,2025-04-01,10,45,2,2,55.5
2707,2025-05-01,30,175,5,3,198.5
2707,2025-06-01,15,62,8,5,98.4
2707,2025-07-01,15,45,5,6,68.5
2707,2025-08-01,6,23,16,2,102.1
2707,2025-09-01,30,173,5,2,200.1
2707,2025-10-01,12,49,12,4,106.3
2707,2025-11-01,23,67,11,5,132.9
2707,2025-12-01,6,25,7,2,58.5
2708,2024-04-01,13,57,8,1,102.9
2708,2024-05-01,13,31,8,1,84.7
2708,2024-06-01,9,28,8,1,74.6
2708,2024-07-01,29,79,7,1,145.3
2708,2024-08-01,22,89,6,4,124.3
2708,2024-09-01,13,40,6,0,84.0
2708,2024-10-01,9,28,7,4,60.6
2708,2024-11-01,19,55,9,3,112.5
2708,2024-12-01,17,81,5,3,106.7
2708,2025-01-01,7,25,6,4,49.5
2708,2025-02-01,13,35,2,3,51.5
2708,2025-03-01,27,142,8,1,190.4
2708,2025-04-01,2,10,12,4,59.0
2708,2025-05-01,3,16,4,0,37.2
2708,2025-06-01,9,45,2,2,53.5
2708,2025-07-01,7,36,6,2,63.2
2708,2025-08-01,14,75,7,0,115.5
2708,2025-09-01,10,38,7,3,72.6
2708,2025-10-01,8,31,6,2,61.7
2708,2025-11-01,30,112,6,2,162.4
2708,2025-12-01,30,107,3,1,146.9
2709,2024-09-01,30,110,8,4,165.0
2709,2024-10-01,6,23,6,2,52.1
2709,2024-11-01,16,79,6,5,102.3
2709,2024-12-01,30,138,6,7,165.6
2709,2025-01-01,1,7,8,3,37.9
2709,2025-02-01,11,29,5,5,52.3
2709,2025-03-01,28,135,13,2,209.5
2709,2025-04-01,23,56,7,4,108.2
2709,2025-05-01,14,62,9,9,89.4
2709,2025-06-01,15,81,8,4,114.7
2709,2025-07-01,11,56,13,7,105.2
2709,2025-08-01,17,57,10,4,111.9
2709,2025-09-01,6,26,5,2,49.2
2709,2025-10-01,21,112,7,3,146.4
2709,2025-11-01,3,9,9,1,54.3
2709,2025-12-01,9,25,7,2,64.5
2710,2024-10-01,22,104,10,0,166.8
2710,2024-11-01,22,118,3,0,141.6
2710,2024-12-01,22,91,6,1,134.7
2710,2025-01-01,21,62,5,4,98.4
2710,2025-02-01,19,66,3,2,93.2
2710,2025-03-01,14,58,9,1,110.6
2710,2025-04-01,14,36,4,1,70.2
2710,2025-05-01,7,33,8,2,71.1
2710,2025-06-01,15,64,7,2,103.8
2710,2025-07-01,30,212,8,1,245.4
2710,2025-08-01,18,85,10,1,142.5
2710,2025-09-01,14,66,5,2,93.2
2710,2025-10-01,5,24,9,5,56.8
2710,2025-11-01,11,31,4,3,54.7
2710,2025-12-01,5,26,12,3,79.2
2711,2025-01-01,30,236,8,1,262.2
2711,2025-02-01,9,42,8,2,81.4
2711,2025-03-01,25,93,10,2,159.1
2711,2025-04-01,26,69,5,4,113.3
2711,2025-05-01,12,55,8,1,99.5
2711,2025-06-01,4,9,6,3,35.3
2711,2025-07-01,11,29,6,2,66.3
2711,2025-08-01,14,51,7,5,83.7
2711,2025-09-01,7,28,6,2,57.6
2711,2025-10-01,16,69,2,1,87.3
2711,2025-11-01,2,12,7,3,38.4
2711,2025-12-01,30,134,8,3,184.8
2712,2024-05-01,9,29,9,1,80.3
2712,2024-06-01,21,107,9,1,158.9
2712,2024-07-01,12,35,8,2,82.5
2712,2024-08-01,2,6,9,4,41.2
2712,2024-09-01,7,22,10,4,67.4
2712,2024-10-01,13,56,7,2,94.2
2712,2024-11-01,7,28,10,4,71.6
2712,2024-12-01,18,44,5,2,85.8
2712,2025-01-01,2,6,7,2,37.2
2712,2025-02-01,16,70,10,2,125.0
2712,2025-03-01,11,46,14,2,118.2
2712,2025-04-01,17,80,6,1,117.0
2712,2025-05-01,5,15,8,2,54.5
2712,2025-06-01,24,97,6,3,136.9
2712,2025-07-01,13,41,10,4,92.7
2713,2025-09-01,27,133,11,4,190.1
2713,2025-10-01,10,37,7,2,74.9
2713,2025-11-01,19,99,11,3,153.3
2713,2025-12-01,28,143,10,11,173.1
2714,2024-02-01,12,53,6,2,85.1
2714,2024-03-01,12,47,4,1,73.9
2714,2024-04-01,1,6,4,2,20.2
2714,2024-05-01,3,9,6,6,24.3
2714,2024-06-01,9,38,6,2,68.6
2714,2024-07-01,11,46,6,2,78.2
2714,2024-08-01,25,71,7,2,128.7
2714,2024-09-01,16,59,5,2,92.3
2714,2024-10-01,1,7,5,2,25.9
2714,2024-11-01,25,131,7,1,173.7
2714,2024-12-01,13,69,12,1,131.3
2714,2025-01-01,11,60,6,2,88.0
2714,2025-02-01,3,16,4,2,31.2
2714,2025-03-01,8,28,5,0,60.6
2714,2025-04-01,10,33,7,2,72.1
2714,2025-05-01,23,84,6,3,125.8
2714,2025-06-01,16,48,7,0,100.6
2714,2025-07-01,19,89,3,3,106.3
