customer_id,company_name,document,company_size,region_id,campaign_id,seller_id,signup_date
1964,NovaSaaS Cliente 01964,63330921000146,Medium,MG,1,2,2025-12-31
1965,NovaSaaS Cliente 01965,67555571000193,Micro,SP,4,37,2025-05-26
1966,NovaSaaS Cliente 01966,12341591000190,Large,SP,5,33,2024-04-05
1967,NovaSaaS Cliente 01967,43124989000183,Small,SP,1,32,2024-08-18
1968,NovaSaaS Cliente 01968,19705352000189,Micro,SP,3,28,2025-05-27
1969,NovaSaaS Cliente 01969,50323296000191,Micro,RS,4,17,2025-01-03
1970,NovaSaaS Cliente 01970,48498424000176,Medium,SC,1,13,2025-01-20
1971,NovaSaaS Cliente 01971,63650738000127,Micro,MG,3,14,2024-01-31
1972,NovaSaaS Cliente 01972,32441684000157,Small,CE,1,21,2024-10-27
1973,NovaSaaS Cliente 01973,53808705000164,Micro,BA,4,2,2025-03-25
1974,NovaSaaS Cliente 01974,82614728000178,Small,RS,3,38,2025-07-02
1975,NovaSaaS Cliente 01975,15274111000154,Small,SC,2,39,2024-11-22
1976,NovaSaaS Cliente 01976,23342461000155,Small,RS,4,3,2025-02-09
1977,NovaSaaS Cliente 01977,58234532000198,Micro,SP,4,21,2024-06-11
1978,NovaSaaS Cliente 01978,44953160000150,Micro,SP,1,15,2025-08-06
1979,NovaSaaS Cliente 01979,56034385000121,Small,SP,1,16,2025-05-25
1980,NovaSaaS Cliente 01980,15392247000173,Small,BA,1,16,2025-06-27
1981,NovaSaaS Cliente 01981,37055803000142,Medium,MG,5,21,2025-05-03
1982,NovaSaaS Cliente 01982,99299905000132,Micro,DF,2,39,2025-12-21
1983,NovaSaaS Cliente 01983,91373327000165,Micro,SP,1,30,2025-10-05
1984,NovaSaaS Cliente 01984,33862483000194,Micro,MG,2,40,2025-08-15
1985,NovaSaaS Cliente 01985,66002602000137,Small,SP,2,11,2024-09-02
1986,NovaSaaS Cliente 01986,50622060000143,Small,PE,2,34,2024-02-18
1987,NovaSaaS Cliente 01987,86091892000151,Medium,MG,2,17,2024-01-01
1988,NovaSaaS Cliente 01988,13314818000171,Small,SC,2,16,2025-07-23
1989,NovaSaaS Cliente 01989,78124143000145,Small,SC,2,3,2025-10-19
1990,NovaSaaS Cliente 01990,92967550000147,Small,SP,5,36,2025-04-19
1991,NovaSaaS Cliente 01991,33771411000172,Micro,PE,4,5,2025-06-11
1992,NovaSaaS Cliente 01992,21491657000197,Small,PE,4,20,2024-03-06
1993,NovaSaaS Cliente 01993,71502213000138,Small,SC,1,39,2025-02-17
1994,NovaSaaS Cliente 01994,17355761000162,Small,SP,6,26,2025-03-18
1995,NovaSaaS Cliente 01995,62787722000180,Micro,BA,1,5,2024-04-24
1996,NovaSaaS Cliente 01996,35521954000128,Medium,BA,4,38,2025-07-02
1997,NovaSaaS Cliente 01997,47147577000182,Large,GO,4,24,2024-09-02
1998,NovaSaaS Cliente 01998,91725549000141,Micro,SP,1,10,2024-05-24
1999,NovaSaaS Cliente 01999,14286993000119,Small,GO,1,11,2025-05-23
2000,NovaSaaS Cliente 02000,58998087000112,Medium,CE,4,35,2024-11-13
2001,NovaSaaS Cliente 02001,75147031000112,Small,SP,3,24,2025-01-26
2002,NovaSaaS Cliente 02002,48127983000180,Medium,BA,6,16,2025-01-31
2003,NovaSaaS Cliente 02003,52109423000170,Medium,SP,4,12,2025-03-31
2004,NovaSaaS Cliente 02004,81414110000147,Large,SP,6,35,2024-10-29
2005,NovaSaaS Cliente 02005,77765302000194,Enterprise,RS,3,15,2025-08-18
2006,NovaSaaS Cliente 02006,44287779000130,Micro,SP,3,22,2025-10-02
2007,NovaSaaS Cliente 02007,93971668000170,Small,SP,6,4,2024-12-19
2008,NovaSaaS Cliente 02008,44054926000141,Small,RS,5,10,2024-05-03
2009,NovaSaaS Cliente 02009,21164930000178,Micro,DF,1,32,2024-07-22
2010,NovaSaaS Cliente 02010,85975113000182,Small,SP,3,31,2025-07-18
2011,NovaSaaS Cliente 02011,36205584000153,Enterprise,SP,1,40,2024-07-06
2012,NovaSaaS Cliente 02012,54383694000120,Micro,SP,6,5,2025-07-22
2013,NovaSaaS Cliente 02013,10014741000139,Small,SP,4,21,2025-04-29
2014,NovaSaaS Cliente 02014,55928860000198,Large,GO,2,6,2024-11-23
2015,NovaSaaS Cliente 02015,88640654000173,Small,MG,6,30,2024-04-02
2016,NovaSaaS Cliente 02016,96648130000178,Small,RS,2,6,2025-01-29
2017,NovaSaaS Cliente 02017,57362161000191,Enterprise,MG,2,5,2025-05-21
2018,NovaSaaS Cliente 02018,92790558000128,Small,DF,2,34,2024-04-22
2019,NovaSaaS Cliente 02019,35437540000196,Micro,MG,1,6,2025-08-26
2020,NovaSaaS Cliente 02020,10513758000156,Micro,GO,1,35,2024-05-22
2021,NovaSaaS Cliente 02021,44453215000176,Large,RS,3,30,2024-10-28
2022,NovaSaaS Cliente 02022,96243750000138,Micro,GO,1,23,2025-01-23
2023,NovaSaaS Cliente 02023,29838605000139,Small,PR,6,6,2025-06-24
2024,NovaSaaS Cliente 02024,74406501000142,Micro,CE,2,12,2024-06-13
2025,NovaSaaS Cliente 02025,41325298000175,Small,RJ,2,9,2024-09-02
2026,NovaSaaS Cliente 02026,15625287000140,Large,RS,1,16,2025-08-12
2027,NovaSaaS Cliente 02027,37861688000163,Small,SC,2,9,2024-08-28
2028,NovaSaaS Cliente 02028,68264264000174,Enterprise,PR,4,8,2025-03-26
2029,NovaSaaS Cliente 02029,91177564000180,Micro,PR,6,14,2024-10-17
2030,NovaSaaS Cliente 02030,13749880000170,Small,SP,1,1,2024-02-11
2031,NovaSaaS Cliente 02031,11496551000146,Large,GO,1,37,2025-01-11
2032,NovaSaaS Cliente 02032,63315919000138,Small,MG,1,34,2024-09-18
2033,NovaSaaS Cliente 02033,72970685000180,Micro,SP,3,11,2024-07-12
2034,NovaSaaS Cliente 02034,64741467000156,Large,BA,1,8,2025-09-19
2035,NovaSaaS Cliente 02035,97573899000168,Small,BA,1,35,2025-07-19
2036,NovaSaaS Cliente 02036,30598143000168,Small,SP,4,4,2024-07-21
2037,NovaSaaS Cliente 02037,53312029000112,Enterprise,RJ,5,31,2025-01-17
2038,NovaSaaS Cliente 02038,92431179000180,Micro,SC,2,6,2025-06-10
2039,NovaSaaS Cliente 02039,65574754000169,Small,PE,3,4,2024-02-08
2040,NovaSaaS Cliente 02040,61940976000140,Micro,RJ,4,38,2024-03-09
2041,NovaSaaS Cliente 02041,59787741000140,Small,SP,1,22,2025-01-29
2042,NovaSaaS Cliente 02042,71628814000123,Micro,BA,3,15,2025-11-11
2043,NovaSaaS Cliente 02043,38758820000121,Medium,SP,2,2,2025-11-08
2044,NovaSaaS Cliente 02044,17656614000183,Micro,GO,2,26,2024-11-24
2045,NovaSaaS Cliente 02045,49337812000186,Medium,PE,2,23,2025-05-29
2046,NovaSaaS Cliente 02046,67374156000130,Micro,GO,4,2,2024-12-25
2047,NovaSaaS Cliente 02047,29024647000150,Small,RJ,2,29,2025-10-23
2048,NovaSaaS Cliente 02048,18528499000162,Small,SP,5,22,2025-02-20
2049,NovaSaaS Cliente 02049,51344545000122,Medium,SC,2,35,2025-10-13
2050,NovaSaaS Cliente 02050,57222982000185,Small,SP,3,30,2024-09-22
2051,NovaSaaS Cliente 02051,91783969000147,Small,SP,5,24,2025-11-11
2052,NovaSaaS Cliente 02052,16583252000186,Large,MG,2,3,2025-06-14
2053,NovaSaaS Cliente 02053,59591229000177,Small,MG,3,9,2025-07-15
2054,NovaSaaS Cliente 02054,14069735000136,Micro,RJ,4,12,2024-01-11
2055,NovaSaaS Cliente 02055,35704414000173,Large,SP,5,38,2025-08-12
2056,NovaSaaS Cliente 02056,71307059000175,Small,SP,3,13,2024-04-28
2057,NovaSaaS Cliente 02057,45743539000137,Micro,RS,3,21,2025-11-15
2058,NovaSaaS Cliente 02058,27028610000132,Small,RJ,5,36,2024-05-18
2059,NovaSaaS Cliente 02059,24778245000183,Micro,RS,6,2,2025-08-26
2060,NovaSaaS Cliente 02060,70984698000170,Micro,BA,5,27,2025-04-09
2061,NovaSaaS Cliente 02061,89733032000175,Medium,BA,1,36,2024-10-13
2062,NovaSaaS Cliente 02062,38849935000137,Micro,GO,4,35,2025-10-13
2063,NovaSaaS Cliente 02063,21455842000174,Medium,DF,2,21,2024-10-10
2064,NovaSaaS Cliente 02064,88689556000173,Large,SP,2,16,2024-02-16
2065,NovaSaaS Cliente 02065,52354446000139,Small,RJ,4,8,2024-02-25
2066,NovaSaaS Cliente 02066,49443246000134,Medium,PE,1,24,2025-09-15
2067,NovaSaaS Cliente 02067,24890711000148,Medium,PE,4,36,2024-10-08
2068,NovaSaaS Cliente 02068,31305112000175,Enterprise,SP,2,21,2025-08-22
2069,NovaSaaS Cliente 02069,91585936000127,Small,DF,5,27,2024-01-15
2070,NovaSaaS Cliente 02070,10543214000187,Micro,CE,2,12,2024-02-26
2071,NovaSaaS Cliente 02071,36453290000132,Small,GO,1,30,2025-12-23
2072,NovaSaaS Cliente 02072,86983723000184,Small,SP,3,17,2024-04-14
2073,NovaSaaS Cliente 02073,62256506000123,Micro,PR,4,15,2025-05-17
2074,NovaSaaS Cliente 02074,73500514000175,Small,MG,3,10,2024-09-12
2075,NovaSaaS Cliente 02075,49899558000159,Micro,RJ,5,27,2024-12-31
2076,NovaSaaS Cliente 02076,58279930000168,Large,SP,5,1,2024-03-24
2077,NovaSaaS Cliente 02077,56407927000196,Micro,SP,1,38,2024-07-14
2078,NovaSaaS Cliente 02078,13167041000114,Micro,CE,1,39,2025-07-08
2079,NovaSaaS Cliente 02079,23605728000123,Micro,PR,1,39,2025-01-26
2080,NovaSaaS Cliente 02080,54887449000117,Micro,SC,1,39,2025-01-03
2081,NovaSaaS Cliente 02081,27208271000156,Micro,SP,3,34,2025-11-21
2082,NovaSaaS Cliente 02082,90966379000181,Micro,GO,1,33,2024-10-27
2083,NovaSaaS Cliente 02083,29506216000114,Micro,GO,2,17,2025-08-10
2084,NovaSaaS Cliente 02084,76508728000179,Micro,RS,2,7,2025-06-13
2085,NovaSaaS Cliente 02085,93613093000148,Small,RJ,3,1,2024-12-02
2086,NovaSaaS Cliente 02086,15258593000193,Small,SP,6,1,2024-08-02
2087,NovaSaaS Cliente 02087,35863266000144,Small,SC,4,29,2024-09-15
2088,NovaSaaS Cliente 02088,47279566000197,Small,PE,1,8,2025-09-29
2089,NovaSaaS Cliente 02089,42506328000159,Micro,DF,2,7,2024-08-11
2090,NovaSaaS Cliente 02090,55381618000198,Micro,SP,1,35,2025-04-23
2091,NovaSaaS Cliente 02091,95710391000166,Micro,RJ,2,7,2024-04-01
2092,NovaSaaS Cliente 02092,19524372000140,Medium,MG,3,7,2024-09-10
2093,NovaSaaS Cliente 02093,69944385000181,Enterprise,RJ,6,19,2025-11-14
2094,NovaSaaS Cliente 02094,77666409000153,Large,RS,1,10,2025-01-29
2095,NovaSaaS Cliente 02095,70351589000137,Small,PR,1,3,2025-08-24
2096,NovaSaaS Cliente 02096,67234916000152,Small,GO,1,28,2024-07-08
2097,NovaSaaS Cliente 02097,71540056000187,Small,SP,3,21,2025-07-10
2098,NovaSaaS Cliente 02098,83804079000175,Medium,MG,6,20,2025-12-21
2099,NovaSaaS Cliente 02099,79107795000125,Medium,PR,2,10,2025-11-07
2100,NovaSaaS Cliente 02100,26640343000184,Large,PE,3,27,2024-11-14
2101,NovaSaaS Cliente 02101,58681726000148,Large,PE,1,23,2025-05-13
2102,NovaSaaS Cliente 02102,69852345000117,Small,CE,3,23,2025-10-17
2103,NovaSaaS Cliente 02103,24858149000123,Medium,PR,1,38,2025-08-17
2104,NovaSaaS Cliente 02104,60950515000115,Medium,SP,1,23,2025-12-15
2105,NovaSaaS Cliente 02105,14018635000170,Small,BA,4,38,2024-01-23
2106,NovaSaaS Cliente 02106,76136052000132,Large,DF,1,35,2025-01-26
2107,NovaSaaS Cliente 02107,72189249000118,Micro,SP,1,5,2025-08-01
2108,NovaSaaS Cliente 02108,46850188000142,Enterprise,SP,1,9,2025-06-17
2109,NovaSaaS Cliente 02109,41177801000187,Medium,SP,1,28,2024-04-22
2110,NovaSaaS Cliente 02110,17062361000165,Micro,RS,3,6,2025-02-22
2111,NovaSaaS Cliente 02111,34633802000153,Medium,PR,1,30,2024-04-30
2112,NovaSaaS Cliente 02112,28109687000175,Micro,SP,4,17,2024-03-07
2113,NovaSaaS Cliente 02113,15479580000116,Medium,SP,3,13,2024-03-22
2114,NovaSaaS Cliente 02114,39591890000188,Medium,RS,2,22,2025-11-27
2115,NovaSaaS Cliente 02115,12148794000125,Small,MG,1,12,2024-07-17
2116,NovaSaaS Cliente 02116,54259538000111,Large,SP,4,20,2024-11-29
2117,NovaSaaS Cliente 02117,58086368000142,Micro,SC,3,31,2024-07-06
2118,NovaSaaS Cliente 02118,68106680000115,Micro,SP,4,22,2025-10-15
2119,NovaSaaS Cliente 02119,25902962000124,Small,SP,3,40,2025-10-11
2120,NovaSaaS Cliente 02120,76369427000175,Micro,SP,5,20,2025-04-24
2121,NovaSaaS Cliente 02121,20466463000146,Small,SP,3,33,2025-08-28
2122,NovaSaaS Cliente 02122,73349496000110,Micro,SP,5,21,2024-03-17
2123,NovaSaaS Cliente 02123,19055794000167,Small,SP,3,34,2025-12-31
2124,NovaSaaS Cliente 02124,60820978000172,Small,SP,6,38,2024-10-31
2125,NovaSaaS Cliente 02125,51996516000190,Large,BA,5,36,2024-10-19
2126,NovaSaaS Cliente 02126,21294984000123,Micro,PE,1,2,2024-05-23
2127,NovaSaaS Cliente 02127,67178246000186,Large,SP,4,7,2025-10-03
2128,NovaSaaS Cliente 02128,12061216000173,Small,RS,1,38,2024-05-04
2129,NovaSaaS Cliente 02129,97530377000160,Small,SP,5,32,2025-09-19
2130,NovaSaaS Cliente 02130,84797831000133,Small,CE,2,24,2025-06-06
2131,NovaSaaS Cliente 02131,82446063000150,Small,SP,2,26,2025-07-18
2132,NovaSaaS Cliente 02132,36866213000127,Micro,SP,1,2,2024-01-22
2133,NovaSaaS Cliente 02133,86759239000173,Small,MG,5,21,2025-06-23
2134,NovaSaaS Cliente 02134,80976777000172,Micro,SP,6,3,2025-12-07
2135,NovaSaaS Cliente 02135,33010171000127,Small,SP,2,26,2024-10-15
2136,NovaSaaS Cliente 02136,68300592000132,Small,RJ,1,23,2024-11-24
2137,NovaSaaS Cliente 02137,68322037000190,Small,RS,4,26,2024-03-22
2138,NovaSaaS Cliente 02138,77403932000151,Medium,SP,2,28,2024-12-24
2139,NovaSaaS Cliente 02139,91795983000159,Micro,SP,6,40,2025-05-07
2140,NovaSaaS Cliente 02140,52292637000195,Enterprise,CE,2,21,2024-08-06
2141,NovaSaaS Cliente 02141,40158380000128,Medium,SP,3,33,2025-06-25
2142,NovaSaaS Cliente 02142,22507047000165,Enterprise,SP,1,18,2024-03-03
2143,NovaSaaS Cliente 02143,55899481000178,Medium,PR,6,30,2025-05-07
2144,NovaSaaS Cliente 02144,23201381000138,Micro,SP,3,12,2025-03-06
2145,NovaSaaS Cliente 02145,20874136000137,Small,PE,6,18,2024-06-16
2146,NovaSaaS Cliente 02146,96426721000189,Micro,SP,2,25,2024-09-09
2147,NovaSaaS Cliente 02147,54648443000118,Medium,SP,3,39,2024-06-24
2148,NovaSaaS Cliente 02148,99541978000124,Small,PE,1,36,2025-04-01
2149,NovaSaaS Cliente 02149,19102666000146,Micro,CE,5,11,2025-04-10
2150,NovaSaaS Cliente 02150,94704829000181,Large,BA,1,17,2025-02-10
2151,NovaSaaS Cliente 02151,42361695000150,Micro,SP,2,4,2024-05-21
2152,NovaSaaS Cliente 02152,15454606000134,Small,PR,4,28,2024-06-07
2153,NovaSaaS Cliente 02153,70308882000147,Medium,DF,1,3,2025-08-15
2154,NovaSaaS Cliente 02154,98099971000149,Micro,MG,5,1,2024-12-03
2155,NovaSaaS Cliente 02155,86216740000174,Small,GO,5,30,2024-11-14
2156,NovaSaaS Cliente 02156,55692071000187,Medium,RS,3,18,2024-08-13
2157,NovaSaaS Cliente 02157,88379025000138,Micro,CE,3,8,2025-11-10
2158,NovaSaaS Cliente 02158,73768564000112,Small,SP,1,31,2024-06-24
2159,NovaSaaS Cliente 02159,73124954000148,Micro,GO,2,32,2025-07-16
2160,NovaSaaS Cliente 02160,79025279000121,Medium,CE,5,34,2025-07-16
2161,NovaSaaS Cliente 02161,61773456000157,Micro,PE,1,33,2024-06-26
2162,NovaSaaS Cliente 02162,11322864000156,Large,GO,6,22,2024-01-09
2163,NovaSaaS Cliente 02163,69028059000146,Large,PE,3,38,2024-07-01
2164,NovaSaaS Cliente 02164,65106781000139,Micro,SC,1,23,2024-07-15
2165,NovaSaaS Cliente 02165,65036750000131,Small,RS,2,28,2025-06-28
2166,NovaSaaS Cliente 02166,35316871000116,Small,PE,3,6,2025-01-23
2167,NovaSaaS Cliente 02167,18809688000121,Medium,BA,6,22,2024-11-10
2168,NovaSaaS Cliente 02168,27041732000173,Small,SC,4,12,2024-12-14
2169,NovaSaaS Cliente 02169,29458458000141,Micro,SC,3,33,2025-11-27
2170,NovaSaaS Cliente 02170,25624855000147,Micro,CE,6,27,2025-11-18
2171,NovaSaaS Cliente 02171,32008322000139,Enterprise,SP,2,29,2024-01-19
2172,NovaSaaS Cliente 02172,16182251000154,Small,BA,2,31,2025-09-08
2173,NovaSaaS Cliente 02173,34239323000167,Large,SC,5,26,2024-09-21
2174,NovaSaaS Cliente 02174,99809669000153,Small,PE,3,4,2025-07-03
2175,NovaSaaS Cliente 02175,56024309000183,Large,SP,1,10,2025-12-20
2176,NovaSaaS Cliente 02176,40998057000122,Micro,PR,4,39,2025-01-10
2177,NovaSaaS Cliente 02177,74843849000167,Micro,SP,1,28,2025-04-01
2178,NovaSaaS Cliente 02178,52251440000144,Large,RS,3,39,2024-11-09
2179,NovaSaaS Cliente 02179,12654816000159,Large,BA,5,3,2024-02-24
2180,NovaSaaS Cliente 02180,59265073000155,Small,SC,1,8,2024-01-27
2181,NovaSaaS Cliente 02181,37365991000123,Small,PR,5,27,2024-09-20
2182,NovaSaaS Cliente 02182,61406550000165,Small,RJ,5,2,2025-08-23
2183,NovaSaaS Cliente 02183,25589621000120,Small,RS,2,3,2024-09-06
2184,NovaSaaS Cliente 02184,53429486000114,Micro,GO,1,14,2024-11-10
2185,NovaSaaS Cliente 02185,27427617000166,Large,BA,5,28,2025-01-23
2186,NovaSaaS Cliente 02186,36893386000150,Micro,SP,2,39,2024-08-22
2187,NovaSaaS Cliente 02187,71844826000125,Medium,PR,2,39,2024-12-24
2188,NovaSaaS Cliente 02188,30488748000136,Micro,BA,1,18,2025-03-19
2189,NovaSaaS Cliente 02189,47542363000159,Micro,PR,1,30,2025-09-14
2190,NovaSaaS Cliente 02190,16582472000152,Medium,SC,3,13,2025-07-05
2191,NovaSaaS Cliente 02191,71844601000185,Small,GO,5,29,2025-08-20
2192,NovaSaaS Cliente 02192,58504886000165,Medium,CE,3,36,2025-01-17
2193,NovaSaaS Cliente 02193,83241138000174,Micro,SP,1,26,2025-05-25
2194,NovaSaaS Cliente 02194,58156789000160,Large,PR,6,6,2024-04-19
2195,NovaSaaS Cliente 02195,99479237000177,Medium,SC,2,12,2024-04-17
2196,NovaSaaS Cliente 02196,31701868000150,Large,CE,1,38,2025-11-04
2197,NovaSaaS Cliente 02197,76789582000156,Micro,SP,6,32,2025-03-17
2198,NovaSaaS Cliente 02198,48909398000164,Small,SP,2,33,2024-03-23
2199,NovaSaaS Cliente 02199,43836806000170,Small,SC,3,3,2024-10-25
2200,NovaSaaS Cliente 02200,75837638000189,Small,MG,5,16,2025-12-09
2201,NovaSaaS Cliente 02201,96000132000173,Small,SP,2,21,2024-01-16
2202,NovaSaaS Cliente 02202,78001916000178,Micro,GO,3,32,2024-11-19
2203,NovaSaaS Cliente 02203,39711047000191,Small,RJ,5,5,2025-09-03
2204,NovaSaaS Cliente 02204,55890248000187,Micro,SP,1,31,2025-11-22
2205,NovaSaaS Cliente 02205,29542597000137,Small,SP,5,25,2024-09-26
2206,NovaSaaS Cliente 02206,65821492000161,Micro,SP,1,24,2025-10-30
2207,NovaSaaS Cliente 02207,46232838000129,Micro,SP,5,35,2025-06-07
2208,NovaSaaS Cliente 02208,30531977000174,Medium,MG,2,32,2024-10-23
2209,NovaSaaS Cliente 02209,11898343000120,Small,SP,3,29,2025-07-23
2210,NovaSaaS Cliente 02210,93279186000197,Small,SC,3,21,2025-08-07
2211,NovaSaaS Cliente 02211,17093874000122,Small,MG,1,39,2024-07-20
2212,NovaSaaS Cliente 02212,39637846000162,Medium,SC,1,34,2024-03-06
2213,NovaSaaS Cliente 02213,27140830000197,Small,DF,4,12,2025-07-24
2214,NovaSaaS Cliente 02214,54471454000157,Small,DF,5,32,2024-03-01
2215,NovaSaaS Cliente 02215,27545035000137,Enterprise,MG,1,23,2025-07-23
2216,NovaSaaS Cliente 02216,76258992000166,Small,RJ,4,37,2024-09-17
2217,NovaSaaS Cliente 02217,30233752000149,Large,RS,2,15,2025-05-28
2218,NovaSaaS Cliente 02218,26691099000146,Medium,RJ,3,32,2025-03-21
2219,NovaSaaS Cliente 02219,29519669000197,Micro,BA,3,11,2024-01-29
2220,NovaSaaS Cliente 02220,36780697000152,Small,SC,4,37,2024-01-07
2221,NovaSaaS Cliente 02221,67764824000113,Medium,SP,3,7,2025-04-05
2222,NovaSaaS Cliente 02222,28866554000198,Enterprise,MG,1,8,2025-01-11
2223,NovaSaaS Cliente 02223,72716525000131,Small,CE,1,40,2024-02-01
2224,NovaSaaS Cliente 02224,48715379000186,Micro,PR,2,12,2025-12-14
2225,NovaSaaS Cliente 02225,27730771000136,Small,BA,3,21,2024-06-23
2226,NovaSaaS Cliente 02226,31604006000169,Micro,BA,1,19,2025-09-19
2227,NovaSaaS Cliente 02227,57460042000154,Medium,PR,2,32,2024-03-26
2228,NovaSaaS Cliente 02228,44076599000139,Small,SP,1,10,2024-06-18
2229,NovaSaaS Cliente 02229,56235100000181,Medium,SC,2,14,2025-01-21
2230,NovaSaaS Cliente 02230,83132162000179,Large,SP,3,36,2025-01-21
2231,NovaSaaS Cliente 02231,14124823000153,Medium,SC,6,37,2025-03-17
2232,NovaSaaS Cliente 02232,45424956000193,Small,SP,1,8,2024-05-05
2233,NovaSaaS Cliente 02233,47389850000131,Medium,GO,1,20,2024-07-12
2234,NovaSaaS Cliente 02234,32582544000127,Large,BA,2,19,2024-07-11
2235,NovaSaaS Cliente 02235,49769127000133,Large,SP,3,21,2024-11-17
2236,NovaSaaS Cliente 02236,60996977000130,Micro,PE,3,21,2025-11-05
2237,NovaSaaS Cliente 02237,62646238000164,Small,BA,2,2,2024-12-04
2238,NovaSaaS Cliente 02238,70284998000188,Micro,BA,1,35,2025-12-30
2239,NovaSaaS Cliente 02239,16909198000114,Large,RJ,5,10,2024-07-02
2240,NovaSaaS Cliente 02240,51400679000155,Medium,PR,3,11,2024-06-26
2241,NovaSaaS Cliente 02241,78185130000130,Small,SC,5,33,2024-03-14
2242,NovaSaaS Cliente 02242,50954078000164,Micro,RJ,2,39,2024-06-04
2243,NovaSaaS Cliente 02243,69083742000158,Small,SC,5,37,2024-08-15
2244,NovaSaaS Cliente 02244,63140397000124,Medium,SP,5,12,2024-10-07
2245,NovaSaaS Cliente 02245,51824702000158,Micro,CE,1,30,2025-06-05
2246,NovaSaaS Cliente 02246,17103568000196,Micro,DF,1,7,2024-11-21
2247,NovaSaaS Cliente 02247,66990248000173,Large,RJ,1,17,2025-05-16
2248,NovaSaaS Cliente 02248,58106169000192,Medium,RJ,5,11,2024-03-06
2249,NovaSaaS Cliente 02249,10511611000195,Micro,SP,1,10,2025-11-23
2250,NovaSaaS Cliente 02250,28617102000188,Small,CE,2,36,2024-04-17
2251,NovaSaaS Cliente 02251,15525961000137,Enterprise,SP,3,36,2024-01-25
2252,NovaSaaS Cliente 02252,61321082000168,Medium,PE,4,7,2024-11-06
2253,NovaSaaS Cliente 02253,11363315000141,Small,PE,2,15,2025-04-21
2254,NovaSaaS Cliente 02254,85817884000126,Small,RJ,2,2,2024-06-21
2255,NovaSaaS Cliente 02255,95270858000173,Small,BA,2,34,2024-04-29
2256,NovaSaaS Cliente 02256,97802108000190,Micro,MG,1,12,2025-09-09
2257,NovaSaaS Cliente 02257,30392601000193,Medium,RJ,1,24,2025-08-25
2258,NovaSaaS Cliente 02258,54562676000133,Micro,GO,5,22,2025-07-03
2259,NovaSaaS Cliente 02259,90205188000151,Micro,MG,6,8,2024-06-10
2260,NovaSaaS Cliente 02260,71860151000164,Medium,SP,5,15,2025-01-27
2261,NovaSaaS Cliente 02261,36887144000197,Large,RS,2,5,2025-05-19
2262,NovaSaaS Cliente 02262,85055668000157,Medium,RS,1,7,2024-11-12
2263,NovaSaaS Cliente 02263,61654256000116,Small,RS,3,34,2024-05-10
2264,NovaSaaS Cliente 02264,75698607000190,Small,RJ,1,15,2025-08-30
2265,NovaSaaS Cliente 02265,97246847000159,Small,RS,5,19,2025-11-16
2266,NovaSaaS Cliente 02266,99775840000181,Small,SP,5,28,2024-05-01
2267,NovaSaaS Cliente 02267,55433958000181,Small,MG,6,36,2025-05-28
2268,NovaSaaS Cliente 02268,24095126000170,Small,SP,5,18,2025-10-10
2269,NovaSaaS Cliente 02269,65760327000153,Small,SC,2,35,2025-01-30
2270,NovaSaaS Cliente 02270,67946814000185,Large,PE,2,23,2024-02-05
2271,NovaSaaS Cliente 02271,61493039000143,Enterprise,SP,5,3,2025-05-19
2272,NovaSaaS Cliente 02272,47984396000160,Micro,SP,3,38,2025-11-06
2273,NovaSaaS Cliente 02273,38220010000157,Small,BA,5,11,2024-07-10
2274,NovaSaaS Cliente 02274,35880404000194,Micro,RJ,2,30,2024-04-11
2275,NovaSaaS Cliente 02275,58112475000184,Small,RJ,3,35,2024-07-03
2276,NovaSaaS Cliente 02276,44153926000145,Small,SC,2,33,2025-08-16
2277,NovaSaaS Cliente 02277,61377988000164,Micro,PR,1,25,2025-02-11
2278,NovaSaaS Cliente 02278,60944760000184,Medium,SP,3,12,2024-01-14
2279,NovaSaaS Cliente 02279,55964635000183,Small,BA,1,26,2025-03-05
2280,NovaSaaS Cliente 02280,15225899000142,Large,SP,2,21,2025-08-18
2281,NovaSaaS Cliente 02281,74133503000144,Micro,PE,3,27,2024-05-15
2282,NovaSaaS Cliente 02282,75814354000162,Micro,BA,1,14,2025-03-02
2283,NovaSaaS Cliente 02283,53576632000159,Small,SP,4,28,2024-06-16
2284,NovaSaaS Cliente 02284,91141566000170,Micro,BA,1,20,2024-01-14
2285,NovaSaaS Cliente 02285,98552994000118,Micro,RS,4,39,2024-10-19
2286,NovaSaaS Cliente 02286,83162151000189,Enterprise,DF,1,5,2025-07-19
2287,NovaSaaS Cliente 02287,93507674000157,Micro,BA,4,29,2025-05-04
2288,NovaSaaS Cliente 02288,53875240000161,Micro,MG,2,21,2024-03-15
2289,NovaSaaS Cliente 02289,92281714000187,Small,SC,5,24,2024-05-15
2290,NovaSaaS Cliente 02290,94152411000196,Small,RS,3,22,2025-01-29
2291,NovaSaaS Cliente 02291,66121038000133,Small,BA,2,6,2024-08-22
2292,NovaSaaS Cliente 02292,23564901000189,Small,MG,4,23,2024-08-30
2293,NovaSaaS Cliente 02293,23707690000116,Medium,PE,2,17,2024-11-14
2294,NovaSaaS Cliente 02294,52507525000176,Micro,SP,2,10,2025-07-08
2295,NovaSaaS Cliente 02295,76202244000132,Small,DF,2,37,2025-02-24
2296,NovaSaaS Cliente 02296,55125478000189,Medium,RJ,4,9,2025-09-15
2297,NovaSaaS Cliente 02297,81986483000191,Large,SP,3,17,2024-03-15
2298,NovaSaaS Cliente 02298,79280958000118,Small,SP,5,15,2024-12-05
