subscription_id,customer_id,plan_id,start_date,cancel_date,subscription_status,discount_pct,net_monthly_price
2842,2842,1,2024-02-26,,Active,0.0,99.9
2843,2843,1,2025-01-07,2025-03-27,Cancelled,0.0,99.9
2844,2844,3,2025-08-19,,Active,0.0,599.9
2845,2845,3,2024-04-01,,Active,0.2,479.92
2846,2846,2,2024-09-20,2025-02-02,Cancelled,0.05,237.4
2847,2847,1,2025-01-06,2025-10-11,Cancelled,0.0,99.9
2848,2848,3,2025-11-06,,Active,0.0,599.9
2849,2849,2,2024-10-06,,Active,0.0,249.9
2850,2850,1,2024-03-27,,Active,0.05,94.9
2851,2851,2,2024-04-06,,Active,0.1,224.91
2852,2852,4,2024-05-25,,Active,0.05,1424.9
2853,2853,1,2025-09-25,,Active,0.1,89.91
2854,2854,1,2025-07-19,,Active,0.1,89.91
2855,2855,4,2024-11-01,,Active,0.1,1349.91
2856,2856,1,2025-09-11,,Active,0.05,94.9
2857,2857,3,2025-11-02,,Active,0.15,509.92
2858,2858,1,2025-09-25,,Active,0.0,99.9
2859,2859,3,2024-01-04,2025-08-28,Cancelled,0.0,599.9
2860,2860,2,2024-03-13,,Active,0.1,224.91
2861,2861,1,2025-06-14,,Active,0.0,99.9
2862,2862,4,2024-10-06,,Active,0.0,1499.9
2863,2863,2,2024-04-26,,Active,0.05,237.4
2864,2864,4,2025-04-17,,Active,0.05,1424.9
2865,2865,1,2024-09-16,2025-05-16,Cancelled,0.0,99.9
2866,2866,3,2025-11-02,,Active,0.05,569.9
2867,2867,4,2025-02-25,,Active,0.0,1499.9
2868,2868,2,2024-06-23,,Active,0.0,249.9
2869,2869,3,2025-11-14,,Active,0.2,479.92
2870,2870,1,2025-03-14,,Active,0.0,99.9
2871,2871,3,2024-08-04,,Active,0.0,599.9
2872,2872,1,2024-04-14,2025-11-18,Cancelled,0.0,99.9
2873,2873,1,2025-02-09,,Active,0.2,79.92
2874,2874,4,2025-06-30,,Active,0.0,1499.9
2875,2875,1,2025-09-03,,Active,0.0,99.9
2876,2876,2,2024-04-03,,Active,0.0,249.9
2877,2877,1,2024-11-11,,Active,0.0,99.9
2878,2878,4,2025-12-31,,Active,0.0,1499.9
2879,2879,1,2025-04-28,,Active,0.0,99.9
2880,2880,3,2024-03-08,,Active,0.0,599.9
2881,2881,4,2025-11-01,,Active,0.15,1274.92
2882,2882,2,2025-05-15,,Active,0.0,249.9
2883,2883,1,2024-12-02,,Active,0.1,89.91
2884,2884,2,2025-07-22,,Active,0.2,199.92
2885,2885,2,2025-04-18,,Active,0.15,212.42
2886,2886,1,2024-07-07,,Active,0.15,84.92
2887,2887,3,2025-08-05,,Active,0.1,539.91
2888,2888,1,2024-07-05,2025-04-04,Cancelled,0.0,99.9
2889,2889,1,2024-06-16,,Active,0.0,99.9
2890,2890,3,2025-03-11,,Active,0.0,599.9
2891,2891,2,2024-01-14,2025-09-14,Cancelled,0.05,237.4
2892,2892,1,2025-04-05,,Active,0.0,99.9
2893,2893,2,2025-02-06,,Active,0.0,249.9
2894,2894,4,2025-06-10,,Active,0.1,1349.91
2895,2895,4,2024-04-26,,Active,0.0,1499.9
2896,2896,1,2025-02-28,,Active,0.15,84.92
2897,2897,1,2024-11-18,,Active,0.05,94.9
2898,2898,1,2024-05-07,,Active,0.05,94.9
2899,2899,2,2024-11-26,,Active,0.0,249.9
2900,2900,1,2025-11-06,,Active,0.0,99.9
2901,2901,4,2025-08-25,,Active,0.05,1424.9
2902,2902,1,2024-05-01,2025-10-23,Cancelled,0.15,84.92
2903,2903,3,2025-09-10,,Active,0.1,539.91
2904,2904,2,2025-02-17,,Active,0.1,224.91
2905,2905,2,2024-02-04,,Active,0.0,249.9
2906,2906,2,2025-11-03,,Active,0.05,237.4
2907,2907,1,2025-01-19,,Active,0.05,94.9
2908,2908,3,2025-10-29,,Active,0.0,599.9
2909,2909,3,2024-03-12,,Active,0.05,569.9
2910,2910,4,2024-05-02,,Active,0.0,1499.9
2911,2911,1,2025-10-21,,Active,0.1,89.91
2912,2912,2,2024-06-23,,Active,0.15,212.42
2913,2913,1,2025-02-05,,Active,0.15,84.92
2914,2914,3,2025-03-15,,Active,0.0,599.9
2915,2915,3,2025-11-24,,Active,0.05,569.9
2916,2916,1,2024-09-03,,Active,0.1,89.91
2917,2917,1,2025-07-04,,Active,0.05,94.9
2918,2918,1,2025-06-18,,Active,0.0,99.9
2919,2919,3,2025-05-27,,Active,0.05,569.9
2920,2920,4,2025-01-16,,Active,0.0,1499.9
2921,2921,2,2024-02-21,,Active,0.1,224.91
2922,2922,4,2024-07-13,,Active,0.1,1349.91
2923,2923,2,2025-02-14,,Active,0.05,237.4
2924,2924,2,2024-10-27,,Active,0.0,249.9
2925,2925,1,2024-05-14,2025-03-23,Cancelled,0.05,94.9
2926,2926,2,2025-05-20,,Active,0.15,212.42
2927,2927,2,2024-12-03,,Active,0.0,249.9
2928,2928,1,2025-07-27,,Active,0.15,84.92
2929,2929,1,2025-02-04,,Active,0.0,99.9
2930,2930,1,2024-09-27,2025-03-15,Cancelled,0.2,79.92
2931,2931,1,2024-03-20,,Active,0.2,79.92
2932,2932,2,2024-03-17,,Active,0.2,199.92
2933,2933,2,2025-01-05,2025-07-09,Cancelled,0.0,249.9
2934,2934,4,2024-09-15,,Active,0.15,1274.92
2935,2935,1,2025-06-09,,Active,0.0,99.9
2936,2936,1,2025-04-05,,Active,0.0,99.9
2937,2937,3,2024-07-26,,Active,0.0,599.9
2938,2938,2,2025-07-09,,Active,0.1,224.91
2939,2939,2,2025-02-17,,Active,0.0,249.9
2940,2940,4,2025-10-05,,Active,0.0,1499.9
2941,2941,1,2025-11-27,,Active,0.05,94.9
2942,2942,1,2025-12-04,,Active,0.1,89.91
2943,2943,2,2024-04-02,,Active,0.0,249.9
2944,2944,2,2025-01-21,,Active,0.0,249.9
2945,2945,1,2024-01-22,,Active,0.0,99.9
2946,2946,1,2025-10-05,,Active,0.05,94.9
2947,2947,2,2025-05-28,,Active,0.05,237.4
2948,2948,1,2024-07-10,,Active,0.0,99.9
2949,2949,1,2025-03-19,,Active,0.0,99.9
2950,2950,1,2025-02-13,,Active,0.0,99.9
2951,2951,2,2025-02-01,,Active,0.0,249.9
2952,2952,2,2025-01-29,,Active,0.0,249.9
2953,2953,2,2025-12-20,,Active,0.0,249.9
2954,2954,1,2025-07-15,,Active,0.15,84.92
2955,2955,2,2024-10-21,,Active,0.0,249.9
2956,2956,2,2025-07-19,,Active,0.05,237.4
2957,2957,3,2024-04-13,,Active,0.1,539.91
2958,2958,1,2024-07-27,2025-10-12,Cancelled,0.05,94.9
2959,2959,4,2024-03-26,,Active,0.0,1499.9
2960,2960,1,2025-10-09,,Active,0.0,99.9
2961,2961,2,2024-01-18,2024-12-08,Cancelled,0.0,249.9
2962,2962,2,2025-10-13,,Active,0.15,212.42
2963,2963,2,2025-08-31,,Active,0.2,199.92
2964,2964,2,2025-11-24,,Active,0.0,249.9
2965,2965,1,2025-07-13,,Active,0.05,94.9
2966,2966,3,2024-11-30,,Active,0.0,599.9
2967,2967,2,2025-08-16,,Active,0.0,249.9
2968,2968,1,2025-12-22,,Active,0.0,99.9
2969,2969,2,2025-10-14,,Active,0.0,249.9
2970,2970,2,2025-07-27,,Active,0.05,237.4
2971,2971,2,2025-07-14,,Active,0.0,249.9
2972,2972,3,2025-04-22,,Active,0.1,539.91
2973,2973,4,2025-10-13,,Active,0.2,1199.92
2974,2974,2,2024-11-11,2025-10-31,Cancelled,0.15,212.42
2975,2975,1,2025-01-01,,Active,0.0,99.9
2976,2976,2,2025-09-07,2025-11-14,Cancelled,0.0,249.9
2977,2977,4,2024-07-10,,Active,0.2,1199.92
2978,2978,1,2025-07-12,,Active,0.2,79.92
2979,2979,2,2024-03-21,,Active,0.1,224.91
2980,2980,1,2025-03-04,,Active,0.0,99.9
2981,2981,3,2024-01-26,,Active,0.0,599.9
2982,2982,2,2025-12-29,,Active,0.0,249.9
2983,2983,2,2025-09-07,,Active,0.0,249.9
2984,2984,1,2024-07-01,,Active,0.0,99.9
2985,2985,1,2024-04-19,,Active,0.1,89.91
2986,2986,1,2025-04-14,,Active,0.1,89.91
2987,2987,1,2025-10-21,,Active,0.05,94.9
2988,2988,3,2024-08-22,,Active,0.2,479.92
2989,2989,1,2025-12-03,,Active,0.1,89.91
2990,2990,1,2024-11-30,,Active,0.0,99.9
2991,2991,1,2024-11-18,,Active,0.1,89.91
2992,2992,1,2024-09-04,2025-05-17,Cancelled,0.0,99.9
2993,2993,1,2024-07-16,,Active,0.0,99.9
2994,2994,1,2024-09-01,,Active,0.0,99.9
2995,2995,2,2024-05-06,,Active,0.15,212.42
2996,2996,3,2024-10-02,,Active,0.0,599.9
2997,2997,3,2024-07-30,,Active,0.0,599.9
2998,2998,1,2024-02-11,,Active,0.1,89.91
2999,2999,1,2024-09-22,2025-11-14,Cancelled,0.2,79.92
3000,3000,4,2024-01-30,,Active,0.15,1274.92
3001,3001,3,2024-05-12,2024-06-26,Cancelled,0.0,599.9
3002,3002,3,2025-06-13,,Active,0.2,479.92
3003,3003,2,2024-01-19,,Active,0.0,249.9
3004,3004,2,2024-08-15,,Active,0.0,249.9
3005,3005,4,2025-05-15,2025-10-23,Cancelled,0.0,1499.9
3006,3006,4,2024-01-16,,Active,0.0,1499.9
3007,3007,2,2025-06-22,2025-10-22,Cancelled,0.05,237.4
3008,3008,3,2024-02-29,,Active,0.1,539.91
3009,3009,4,2024-02-10,,Active,0.05,1424.9
3010,3010,1,2024-05-23,,Active,0.05,94.9
3011,3011,2,2025-09-20,,Active,0.05,237.4
3012,3012,2,2024-02-05,,Active,0.15,212.42
3013,3013,2,2024-03-13,,Active,0.0,249.9
3014,3014,2,2025-11-22,,Active,0.0,249.9
3015,3015,1,2025-03-21,,Active,0.15,84.92
3016,3016,1,2025-02-19,,Active,0.0,99.9
3017,3017,1,2024-01-30,,Active,0.0,99.9
3018,3018,1,2024-10-15,,Active,0.0,99.9
3019,3019,1,2025-02-25,,Active,0.05,94.9
3020,3020,1,2025-01-24,,Active,0.0,99.9
3021,3021,1,2025-01-16,,Active,0.0,99.9
3022,3022,3,2024-03-23,,Active,0.0,599.9
3023,3023,1,2025-12-23,,Active,0.0,99.9
3024,3024,4,2025-05-28,,Active,0.15,1274.92
3025,3025,2,2024-06-25,,Active,0.05,237.4
3026,3026,1,2025-12-09,,Active,0.15,84.92
3027,3027,2,2024-08-08,,Active,0.0,249.9
3028,3028,2,2024-04-05,2024-09-23,Cancelled,0.05,237.4
3029,3029,1,2025-10-14,,Active,0.05,94.9
3030,3030,2,2024-04-21,,Active,0.0,249.9
3031,3031,1,2024-02-14,2025-03-10,Cancelled,0.0,99.9
3032,3032,3,2025-04-04,,Active,0.0,599.9
3033,3033,3,2024-07-12,2024-11-16,Cancelled,0.0,599.9
3034,3034,2,2024-04-21,,Active,0.1,224.91
3035,3035,1,2024-03-15,,Active,0.15,84.92
3036,3036,4,2024-04-02,,Active,0.0,1499.9
3037,3037,2,2025-12-03,,Active,0.0,249.9
3038,3038,2,2025-05-05,,Active,0.0,249.9
3039,3039,2,2025-09-08,,Active,0.0,249.9
3040,3040,3,2025-03-28,,Active,0.0,599.9
3041,3041,1,2025-02-01,,Active,0.2,79.92
3042,3042,1,2024-06-08,,Active,0.15,84.92
3043,3043,2,2025-12-08,,Active,0.2,199.92
3044,3044,3,2025-08-24,,Active,0.05,569.9
3045,3045,2,2025-01-21,,Active,0.15,212.42
3046,3046,2,2024-03-17,,Active,0.1,224.91
3047,3047,1,2025-07-09,2025-12-23,Cancelled,0.0,99.9
3048,3048,1,2024-08-31,,Active,0.05,94.9
3049,3049,3,2024-06-01,,Active,0.0,599.9
3050,3050,4,2025-06-24,,Active,0.05,1424.9
3051,3051,3,2025-09-03,,Active,0.0,599.9
3052,3052,4,2025-03-24,,Active,0.0,1499.9
3053,3053,3,2024-02-24,,Active,0.1,539.91
3054,3054,4,2025-03-14,,Active,0.0,1499.9
3055,3055,2,2025-11-02,,Active,0.0,249.9
3056,3056,1,2025-05-16,,Active,0.1,89.91
3057,3057,1,2024-07-13,,Active,0.15,84.92
3058,3058,1,2025-04-17,,Active,0.2,79.92
3059,3059,2,2024-07-01,,Active,0.2,199.92
3060,3060,1,2025-10-01,,Active,0.0,99.9
3061,3061,2,2025-09-10,,Active,0.05,237.4
3062,3062,1,2025-02-19,,Active,0.0,99.9
3063,3063,4,2024-04-08,2025-06-05,Cancelled,0.0,1499.9
3064,3064,3,2024-10-20,,Active,0.1,539.91
3065,3065,2,2024-03-29,,Active,0.2,199.92
3066,3066,3,2025-07-14,2025-11-25,Cancelled,0.2,479.92
3067,3067,3,2025-05-12,,Active,0.05,569.9
3068,3068,2,2024-07-08,,Active,0.0,249.9
3069,3069,2,2025-09-17,,Active,0.0,249.9
3070,3070,2,2025-07-09,,Active,0.05,237.4
3071,3071,2,2025-11-15,,Active,0.0,249.9
3072,3072,1,2024-07-23,,Active,0.0,99.9
3073,3073,1,2024-05-07,,Active,0.0,99.9
3074,3074,1,2024-12-17,,Active,0.0,99.9
3075,3075,1,2024-07-12,,Active,0.2,79.92
3076,3076,3,2025-06-24,,Active,0.0,599.9
3077,3077,1,2024-11-07,2025-09-19,Cancelled,0.0,99.9
3078,3078,4,2025-04-03,,Active,0.1,1349.91
3079,3079,1,2024-05-05,,Active,0.0,99.9
3080,3080,1,2024-03-03,2024-05-12,Cancelled,0.15,84.92
3081,3081,1,2025-11-16,,Active,0.15,84.92
3082,3082,2,2024-11-22,,Active,0.0,249.9
3083,3083,2,2024-04-11,,Active,0.0,249.9
3084,3084,3,2025-08-16,,Active,0.0,599.9
3085,3085,2,2024-04-07,,Active,0.2,199.92
3086,3086,1,2025-12-29,,Active,0.0,99.9
3087,3087,2,2024-10-09,2025-06-16,Cancelled,0.1,224.91
3088,3088,1,2024-12-07,,Active,0.15,84.92
3089,3089,3,2024-07-08,2025-08-14,Cancelled,0.15,509.92
3090,3090,2,2024-03-03,2024-07-03,Cancelled,0.05,237.4
3091,3091,2,2024-10-25,,Active,0.0,249.9
3092,3092,4,2024-09-24,,Active,0.05,1424.9
3093,3093,1,2024-11-23,,Active,0.0,99.9
3094,3094,1,2024-12-24,2025-04-12,Cancelled,0.0,99.9
3095,3095,2,2025-04-05,,Active,0.1,224.91
3096,3096,4,2024-02-23,,Active,0.05,1424.9
3097,3097,2,2024-09-22,2025-07-31,Cancelled,0.2,199.92
3098,3098,1,2025-09-23,,Active,0.0,99.9
3099,3099,2,2025-11-26,,Active,0.0,249.9
3100,3100,2,2025-01-28,,Active,0.0,249.9
3101,3101,2,2024-09-24,2025-05-12,Cancelled,0.0,249.9
3102,3102,1,2024-10-31,,Active,0.1,89.91
3103,3103,3,2025-07-25,,Active,0.0,599.9
3104,3104,2,2024-10-17,,Active,0.05,237.4
3105,3105,2,2025-11-21,,Active,0.0,249.9
3106,3106,1,2024-01-21,,Active,0.0,99.9
3107,3107,4,2025-03-18,,Active,0.05,1424.9
3108,3108,2,2025-01-14,2025-12-26,Cancelled,0.05,237.4
3109,3109,3,2024-11-26,,Active,0.2,479.92
3110,3110,1,2024-12-13,,Active,0.05,94.9
3111,3111,2,2024-04-26,,Active,0.05,237.4
3112,3112,2,2024-09-09,,Active,0.05,237.4
3113,3113,2,2024-09-15,,Active,0.1,224.91
3114,3114,1,2025-04-26,,Active,0.2,79.92
3115,3115,2,2025-03-13,,Active,0.0,249.9
3116,3116,2,2024-10-27,2025-05-08,Cancelled,0.1,224.91
3117,3117,1,2025-01-13,,Active,0.0,99.9
3118,3118,1,2025-02-21,,Active,0.0,99.9
3119,3119,4,2024-02-04,2025-08-26,Cancelled,0.1,1349.91
3120,3120,1,2025-10-08,,Active,0.05,94.9
3121,3121,2,2025-10-14,,Active,0.1,224.91
3122,3122,3,2024-09-23,,Active,0.0,599.9
3123,3123,2,2025-07-10,,Active,0.0,249.9
3124,3124,2,2024-10-17,,Active,0.05,237.4
3125,3125,1,2024-02-19,,Active,0.05,94.9
3126,3126,3,2025-09-24,,Active,0.0,599.9
3127,3127,1,2024-07-14,,Active,0.0,99.9
3128,3128,1,2024-09-18,,Active,0.05,94.9
3129,3129,1,2025-02-24,2025-08-02,Cancelled,0.0,99.9
3130,3130,1,2024-11-17,2025-12-20,Cancelled,0.1,89.91
3131,3131,4,2024-07-13,,Active,0.05,1424.9
3132,3132,2,2025-08-08,,Active,0.0,249.9
3133,3133,3,2024-09-17,,Active,0.0,599.9
3134,3134,4,2025-03-08,,Active,0.0,1499.9
3135,3135,2,2025-05-01,,Active,0.15,212.42
3136,3136,1,2025-11-13,,Active,0.0,99.9
3137,3137,3,2024-12-16,,Active,0.0,599.9
3138,3138,2,2024-12-10,,Active,0.05,237.4
3139,3139,1,2025-10-29,,Active,0.0,99.9
3140,3140,3,2024-12-16,,Active,0.2,479.92
3141,3141,3,2024-08-05,,Active,0.0,599.9
3142,3142,2,2024-02-01,,Active,0.0,249.9
3143,3143,1,2024-08-25,2024-12-23,Cancelled,0.2,79.92
3144,3144,1,2024-05-24,2024-07-08,Cancelled,0.2,79.92
3145,3145,1,2024-08-10,,Active,0.0,99.9
3146,3146,1,2025-01-29,,Active,0.0,99.9
3147,3147,2,2025-01-18,,Active,0.2,199.92
3148,3148,2,2024-05-16,2025-02-12,Cancelled,0.0,249.9
3149,3149,1,2024-12-05,,Active,0.15,84.92
3150,3150,2,2024-11-27,,Active,0.05,237.4
3151,3151,1,2024-02-01,2024-08-18,Cancelled,0.1,89.91
3152,3152,3,2024-07-26,,Active,0.05,569.9
3153,3153,1,2025-06-12,,Active,0.1,89.91
3154,3154,2,2024-01-16,,Active,0.0,249.9
3155,3155,2,2024-08-07,,Active,0.2,199.92
3156,3156,2,2024-12-13,2025-06-08,Cancelled,0.0,249.9
3157,3157,3,2024-05-01,,Active,0.0,599.9
3158,3158,2,2025-04-17,,Active,0.1,224.91
3159,3159,1,2025-06-07,,Active,0.0,99.9
3160,3160,3,2024-09-04,,Active,0.0,599.9
3161,3161,3,2024-06-17,,Active,0.1,539.91
3162,3162,1,2025-07-21,2025-09-24,Cancelled,0.1,89.91
3163,3163,3,2024-06-06,,Active,0.05,569.9
3164,3164,2,2024-04-16,,Active,0.0,249.9
3165,3165,3,2024-01-25,,Active,0.0,599.9
3166,3166,2,2024-03-07,,Active,0.0,249.9
3167,3167,1,2025-09-29,,Active,0.1,89.91
3168,3168,2,2025-11-14,,Active,0.0,249.9
3169,3169,1,2025-02-03,,Active,0.15,84.92
3170,3170,2,2025-11-04,,Active,0.2,199.92
3171,3171,2,2025-05-31,,Active,0.15,212.42
3172,3172,2,2024-10-24,,Active,0.0,249.9
3173,3173,2,2025-06-05,,Active,0.05,237.4
3174,3174,2,2024-11-02,,Active,0.0,249.9
3175,3175,2,2025-12-04,,Active,0.05,237.4
3176,3176,2,2025-09-14,,Active,0.15,212.42
3177,3177,3,2025-09-09,,Active,0.15,509.92
3178,3178,1,2025-01-22,,Active,0.0,99.9
3179,3179,2,2025-01-13,2025-08-14,Cancelled,0.0,249.9
3180,3180,2,2024-03-26,,Active,0.05,237.4
3181,3181,1,2025-04-22,,Active,0.0,99.9
3182,3182,3,2024-03-24,,Active,0.05,569.9
3183,3183,3,2025-01-30,,Active,0.1,539.91
3184,3184,2,2024-04-05,,Active,0.05,237.4
3185,3185,1,2024-12-13,2025-11-22,Cancelled,0.0,99.9
3186,3186,2,2025-07-24,,Active,0.1,224.91
3187,3187,3,2024-08-13,,Active,0.0,599.9
3188,3188,1,2025-03-15,2025-04-19,Cancelled,0.0,99.9
3189,3189,2,2024-07-09,2025-06-16,Cancelled,0.1,224.91
3190,3190,2,2024-08-07,,Active,0.0,249.9
3191,3191,2,2024-05-13,,Active,0.15,212.42
3192,3192,1,2024-04-28,,Active,0.0,99.9
3193,3193,2,2024-09-28,,Active,0.15,212.42
3194,3194,1,2024-03-31,2024-08-27,Cancelled,0.2,79.92
3195,3195,2,2025-10-13,,Active,0.0,249.9
3196,3196,1,2025-06-25,2025-10-30,Cancelled,0.0,99.9
3197,3197,3,2024-06-11,,Active,0.0,599.9
3198,3198,2,2025-10-09,,Active,0.1,224.91
3199,3199,1,2024-09-24,,Active,0.0,99.9
3200,3200,1,2025-01-23,2025-05-07,Cancelled,0.15,84.92
3201,3201,2,2025-05-25,,Active,0.05,237.4
3202,3202,1,2025-07-18,,Active,0.1,89.91
3203,3203,4,2024-01-06,,Active,0.1,1349.91
3204,3204,1,2024-07-25,2025-11-05,Cancelled,0.1,89.91
3205,3205,1,2024-09-03,,Active,0.0,99.9
3206,3206,3,2025-03-04,,Active,0.1,539.91
3207,3207,3,2025-09-29,,Active,0.05,569.9
3208,3208,2,2024-11-16,,Active,0.05,237.4
3209,3209,4,2024-12-04,,Active,0.15,1274.92
3210,3210,1,2024-03-05,,Active,0.05,94.9
3211,3211,4,2025-01-19,,Active,0.05,1424.9
3212,3212,1,2024-12-22,2025-02-18,Cancelled,0.0,99.9
3213,3213,1,2025-04-10,,Active,0.1,89.91
3214,3214,1,2025-09-11,,Active,0.2,79.92
3215,3215,2,2025-02-18,,Active,0.05,237.4
3216,3216,1,2024-02-07,,Active,0.0,99.9
3217,3217,1,2025-08-20,,Active,0.0,99.9
3218,3218,2,2024-12-14,,Active,0.2,199.92
3219,3219,1,2024-12-21,2025-08-09,Cancelled,0.0,99.9
3220,3220,2,2025-09-30,,Active,0.15,212.42
3221,3221,1,2025-03-07,2025-06-21,Cancelled,0.15,84.92
3222,3222,2,2025-07-31,,Active,0.0,249.9
3223,3223,1,2025-10-05,,Active,0.15,84.92
3224,3224,1,2024-12-26,2025-10-19,Cancelled,0.1,89.91
3225,3225,1,2025-12-19,,Active,0.2,79.92
3226,3226,1,2024-05-05,,Active,0.0,99.9
3227,3227,1,2025-09-28,,Active,0.1,89.91
3228,3228,2,2025-09-12,,Active,0.0,249.9
3229,3229,4,2024-03-13,,Active,0.0,1499.9
3230,3230,2,2024-04-21,,Active,0.0,249.9
3231,3231,4,2024-01-28,,Active,0.05,1424.9
3232,3232,2,2024-07-21,,Active,0.0,249.9
3233,3233,3,2025-12-25,,Active,0.15,509.92
3234,3234,2,2024-03-31,2024-07-29,Cancelled,0.0,249.9
3235,3235,3,2024-01-25,,Active,0.05,569.9
3236,3236,4,2024-12-01,,Active,0.2,1199.92
3237,3237,2,2024-09-15,2025-10-14,Cancelled,0.0,249.9
3238,3238,3,2025-04-04,,Active,0.0,599.9
3239,3239,1,2025-03-19,,Active,0.0,99.9
3240,3240,1,2025-08-27,,Active,0.2,79.92
3241,3241,2,2024-10-30,,Active,0.2,199.92
3242,3242,1,2024-12-03,,Active,0.1,89.91
3243,3243,3,2024-01-17,,Active,0.05,569.9
3244,3244,1,2025-12-10,,Active,0.0,99.9
3245,3245,3,2024-06-04,,Active,0.0,599.9
3246,3246,3,2025-03-11,,Active,0.05,569.9
3247,3247,3,2025-10-05,,Active,0.0,599.9
3248,3248,3,2025-03-17,,Active,0.1,539.91
3249,3249,1,2025-04-02,,Active,0.15,84.92
3250,3250,4,2024-05-08,,Active,0.15,1274.92
3251,3251,2,2025-06-02,,Active,0.0,249.9
3252,3252,3,2024-05-18,,Active,0.0,599.9
3253,3253,2,2025-05-20,,Active,0.2,199.92
3254,3254,1,2025-02-25,2025-09-01,Cancelled,0.0,99.9
3255,3255,1,2024-12-23,,Active,0.0,99.9
3256,3256,3,2025-06-10,,Active,0.0,599.9
3257,3257,2,2025-06-10,,Active,0.0,249.9
3258,3258,1,2024-05-29,,Active,0.0,99.9
3259,3259,2,2024-10-01,,Active,0.0,249.9
3260,3260,1,2024-12-19,,Active,0.05,94.9
3261,3261,4,2024-04-20,,Active,0.0,1499.9
3262,3262,3,2024-09-17,,Active,0.0,599.9
3263,3263,3,2024-01-31,,Active,0.1,539.91
3264,3264,4,2024-11-16,2025-08-11,Cancelled,0.0,1499.9
3265,3265,3,2024-05-30,,Active,0.0,599.9
3266,3266,1,2024-06-11,,Active,0.1,89.91
3267,3267,2,2025-08-21,,Active,0.1,224.91
3268,3268,1,2024-04-12,,Active,0.0,99.9
3269,3269,1,2024-03-29,,Active,0.0,99.9
3270,3270,1,2024-08-22,,Active,0.2,79.92
3271,3271,3,2024-01-18,,Active,0.0,599.9
3272,3272,4,2025-09-27,,Active,0.0,1499.9
3273,3273,1,2025-12-22,,Active,0.0,99.9
3274,3274,2,2025-08-11,,Active,0.05,237.4
3275,3275,1,2025-08-07,,Active,0.05,94.9
3276,3276,1,2024-03-15,,Active,0.15,84.92
3277,3277,2,2025-02-09,,Active,0.05,237.4
3278,3278,1,2024-03-05,,Active,0.0,99.9
3279,3279,2,2024-08-07,,Active,0.1,224.91
3280,3280,1,2024-12-26,,Active,0.0,99.9
3281,3281,1,2025-05-13,,Active,0.15,84.92
3282,3282,1,2024-07-21,2025-02-01,Cancelled,0.0,99.9
3283,3283,3,2024-07-06,,Active,0.0,599.9
3284,3284,4,2025-08-24,,Active,0.2,1199.92
3285,3285,2,2024-06-12,,Active,0.1,224.91
3286,3286,3,2024-12-21,,Active,0.0,599.9
3287,3287,3,2024-07-28,2025-12-03,Cancelled,0.1,539.91
3288,3288,3,2025-09-15,,Active,0.0,599.9
3289,3289,1,2025-01-25,,Active,0.0,99.9
3290,3290,1,2024-03-20,,Active,0.0,99.9
3291,3291,3,2024-04-18,,Active,0.2,479.92
3292,3292,1,2025-12-10,,Active,0.05,94.9
3293,3293,1,2025-11-18,,Active,0.0,99.9
3294,3294,1,2025-07-14,,Active,0.05,94.9
3295,3295,2,2024-02-26,,Active,0.15,212.42
3296,3296,2,2025-06-19,,Active,0.05,237.4
3297,3297,1,2025-04-28,,Active,0.0,99.9
3298,3298,4,2025-11-18,,Active,0.2,1199.92
3299,3299,2,2024-12-21,,Active,0.2,199.92
3300,3300,1,2024-12-09,,Active,0.0,99.9
3301,3301,1,2025-04-07,,Active,0.15,84.92
3302,3302,1,2024-04-18,,Active,0.0,99.9
3303,3303,1,2025-06-28,2025-09-10,Cancelled,0.0,99.9
3304,3304,1,2024-12-29,,Active,0.0,99.9
3305,3305,1,2024-05-17,,Active,0.15,84.92
3306,3306,3,2025-08-18,,Active,0.1,539.91
3307,3307,3,2024-07-12,,Active,0.2,479.92
3308,3308,2,2025-09-20,,Active,0.1,224.91
3309,3309,3,2024-07-18,,Active,0.1,539.91
3310,3310,2,2024-12-23,,Active,0.15,212.42
3311,3311,2,2024-11-15,,Active,0.0,249.9
3312,3312,2,2025-06-19,2025-08-22,Cancelled,0.1,224.91
3313,3313,2,2024-05-16,,Active,0.0,249.9
3314,3314,2,2024-06-29,,Active,0.0,249.9
3315,3315,2,2024-05-20,2024-07-08,Cancelled,0.0,249.9
3316,3316,2,2024-06-17,,Active,0.1,224.91
3317,3317,1,2024-11-27,,Active,0.2,79.92
3318,3318,1,2025-03-04,,Active,0.0,99.9
3319,3319,2,2025-09-23,,Active,0.2,199.92
3320,3320,1,2024-11-04,2024-12-14,Cancelled,0.1,89.91
3321,3321,1,2024-10-26,,Active,0.05,94.9
3322,3322,1,2024-04-27,,Active,0.1,89.91
3323,3323,1,2024-03-13,2025-02-24,Cancelled,0.0,99.9
3324,3324,3,2025-07-10,,Active,0.0,599.9
3325,3325,2,2025-04-07,,Active,0.0,249.9
3326,3326,1,2025-01-23,2025-09-21,Cancelled,0.0,99.9
3327,3327,2,2024-11-20,,Active,0.0,249.9
3328,3328,2,2025-01-15,,Active,0.0,249.9
3329,3329,1,2025-09-10,,Active,0.1,89.91
3330,3330,2,2024-05-18,,Active,0.05,237.4
3331,3331,1,2024-12-30,,Active,0.05,94.9
3332,3332,1,2024-06-25,,Active,0.0,99.9
